Datum,A:Bildung,A:Renten,A:Ausländer & Geflüchtete,A:Umwelt & Klima,A:Soziales Gefälle,A:Corona,A:Hochwasser & Katastrophenschutz,A:Politikverdruss,A:Gesundheitswesen & Pflege,A:Arbeitslosigkeit,A:Wirtschaftslage,A:Rechte & AfD,A:Mieten/Wohnungsmarkt,gesellschaftlicher Zusammenhalt,Bundestagswahl,Infrastruktur/schnelles Internet,Institut,Frage,Link,Erhebungszeitraum,Befragte
11.02.11,9,6,6,3,10,,,11,6,34,5,,,,,,Forschungsgruppe Wahlen: Politbarometer,Was ist Ihrer Meinung nach gegenwärtig das wichtigste Problem in Deutschland? (max. zwei Nennungen),https://www.forschungsgruppe.de/Umfragen/Politbarometer/Langzeitentwicklung_-_Themen_im_Ueberblick/Politik_II/#Probl1,Dienstag bis Donnerstag vor Veröffentlichung am Freitag,ca. 1250
25.02.11,12,6,6,3,9,,,18,6,33,6,,,,,,Forschungsgruppe Wahlen: Politbarometer,Was ist Ihrer Meinung nach gegenwärtig das wichtigste Problem in Deutschland? (max. zwei Nennungen),https://www.forschungsgruppe.de/Umfragen/Politbarometer/Langzeitentwicklung_-_Themen_im_Ueberblick/Politik_II/#Probl1,Dienstag bis Donnerstag vor Veröffentlichung am Freitag,ca. 1250
01.04.11,9,4,6,12,4,,,13,3,23,4,,,,,,Forschungsgruppe Wahlen: Politbarometer,Was ist Ihrer Meinung nach gegenwärtig das wichtigste Problem in Deutschland? (max. zwei Nennungen),https://www.forschungsgruppe.de/Umfragen/Politbarometer/Langzeitentwicklung_-_Themen_im_Ueberblick/Politik_II/#Probl1,Dienstag bis Donnerstag vor Veröffentlichung am Freitag,ca. 1250
15.04.11,9,5,4,11,6,,,12,6,22,4,,,,,,Forschungsgruppe Wahlen: Politbarometer,Was ist Ihrer Meinung nach gegenwärtig das wichtigste Problem in Deutschland? (max. zwei Nennungen),https://www.forschungsgruppe.de/Umfragen/Politbarometer/Langzeitentwicklung_-_Themen_im_Ueberblick/Politik_II/#Probl1,Dienstag bis Donnerstag vor Veröffentlichung am Freitag,ca. 1250
06.05.11,8,5,7,9,6,,,10,6,29,3,,,,,,Forschungsgruppe Wahlen: Politbarometer,Was ist Ihrer Meinung nach gegenwärtig das wichtigste Problem in Deutschland? (max. zwei Nennungen),https://www.forschungsgruppe.de/Umfragen/Politbarometer/Langzeitentwicklung_-_Themen_im_Ueberblick/Politik_II/#Probl1,Dienstag bis Donnerstag vor Veröffentlichung am Freitag,ca. 1250
27.05.11,8,6,6,11,6,,,11,6,28,5,,,,,,Forschungsgruppe Wahlen: Politbarometer,Was ist Ihrer Meinung nach gegenwärtig das wichtigste Problem in Deutschland? (max. zwei Nennungen),https://www.forschungsgruppe.de/Umfragen/Politbarometer/Langzeitentwicklung_-_Themen_im_Ueberblick/Politik_II/#Probl1,Dienstag bis Donnerstag vor Veröffentlichung am Freitag,ca. 1250
10.06.11,6,4,4,9,4,,,7,6,19,4,,,,,,Forschungsgruppe Wahlen: Politbarometer,Was ist Ihrer Meinung nach gegenwärtig das wichtigste Problem in Deutschland? (max. zwei Nennungen),https://www.forschungsgruppe.de/Umfragen/Politbarometer/Langzeitentwicklung_-_Themen_im_Ueberblick/Politik_II/#Probl1,Dienstag bis Donnerstag vor Veröffentlichung am Freitag,ca. 1250
15.07.11,8,6,5,6,6,,,8,4,22,5,,,,,,Forschungsgruppe Wahlen: Politbarometer,Was ist Ihrer Meinung nach gegenwärtig das wichtigste Problem in Deutschland? (max. zwei Nennungen),https://www.forschungsgruppe.de/Umfragen/Politbarometer/Langzeitentwicklung_-_Themen_im_Ueberblick/Politik_II/#Probl1,Dienstag bis Donnerstag vor Veröffentlichung am Freitag,ca. 1250
12.08.11,9,5,5,6,7,,,9,5,28,7,,,,,,Forschungsgruppe Wahlen: Politbarometer,Was ist Ihrer Meinung nach gegenwärtig das wichtigste Problem in Deutschland? (max. zwei Nennungen),https://www.forschungsgruppe.de/Umfragen/Politbarometer/Langzeitentwicklung_-_Themen_im_Ueberblick/Politik_II/#Probl1,Dienstag bis Donnerstag vor Veröffentlichung am Freitag,ca. 1250
09.09.11,10,8,5,6,6,,,9,4,26,6,,,,,,Forschungsgruppe Wahlen: Politbarometer,Was ist Ihrer Meinung nach gegenwärtig das wichtigste Problem in Deutschland? (max. zwei Nennungen),https://www.forschungsgruppe.de/Umfragen/Politbarometer/Langzeitentwicklung_-_Themen_im_Ueberblick/Politik_II/#Probl1,Dienstag bis Donnerstag vor Veröffentlichung am Freitag,ca. 1250
23.09.11,10,7,6,3,6,,,10,4,25,5,,,,,,Forschungsgruppe Wahlen: Politbarometer,Was ist Ihrer Meinung nach gegenwärtig das wichtigste Problem in Deutschland? (max. zwei Nennungen),https://www.forschungsgruppe.de/Umfragen/Politbarometer/Langzeitentwicklung_-_Themen_im_Ueberblick/Politik_II/#Probl1,Dienstag bis Donnerstag vor Veröffentlichung am Freitag,ca. 1250
14.10.11,9,7,3,3,6,,,7,5,22,5,,,,,,Forschungsgruppe Wahlen: Politbarometer,Was ist Ihrer Meinung nach gegenwärtig das wichtigste Problem in Deutschland? (max. zwei Nennungen),https://www.forschungsgruppe.de/Umfragen/Politbarometer/Langzeitentwicklung_-_Themen_im_Ueberblick/Politik_II/#Probl1,Dienstag bis Donnerstag vor Veröffentlichung am Freitag,ca. 1250
28.10.11,8,6,4,4,5,,,7,2,20,4,,,,,,Forschungsgruppe Wahlen: Politbarometer,Was ist Ihrer Meinung nach gegenwärtig das wichtigste Problem in Deutschland? (max. zwei Nennungen),https://www.forschungsgruppe.de/Umfragen/Politbarometer/Langzeitentwicklung_-_Themen_im_Ueberblick/Politik_II/#Probl1,Dienstag bis Donnerstag vor Veröffentlichung am Freitag,ca. 1250
11.11.11,7,8,5,2,6,,,7,5,18,4,,,,,,Forschungsgruppe Wahlen: Politbarometer,Was ist Ihrer Meinung nach gegenwärtig das wichtigste Problem in Deutschland? (max. zwei Nennungen),https://www.forschungsgruppe.de/Umfragen/Politbarometer/Langzeitentwicklung_-_Themen_im_Ueberblick/Politik_II/#Probl1,Dienstag bis Donnerstag vor Veröffentlichung am Freitag,ca. 1250
25.11.11,9,5,4,4,6,,,9,4,18,5,,,,,,Forschungsgruppe Wahlen: Politbarometer,Was ist Ihrer Meinung nach gegenwärtig das wichtigste Problem in Deutschland? (max. zwei Nennungen),https://www.forschungsgruppe.de/Umfragen/Politbarometer/Langzeitentwicklung_-_Themen_im_Ueberblick/Politik_II/#Probl1,Dienstag bis Donnerstag vor Veröffentlichung am Freitag,ca. 1250
16.12.11,6,5,4,8,8,,,10,5,19,4,,,,,,Forschungsgruppe Wahlen: Politbarometer,Was ist Ihrer Meinung nach gegenwärtig das wichtigste Problem in Deutschland? (max. zwei Nennungen),https://www.forschungsgruppe.de/Umfragen/Politbarometer/Langzeitentwicklung_-_Themen_im_Ueberblick/Politik_II/#Probl1,Dienstag bis Donnerstag vor Veröffentlichung am Freitag,ca. 1250
13.01.12,6,8,4,3,8,,,13,3,21,5,,,,,,Forschungsgruppe Wahlen: Politbarometer,Was ist Ihrer Meinung nach gegenwärtig das wichtigste Problem in Deutschland? (max. zwei Nennungen),https://www.forschungsgruppe.de/Umfragen/Politbarometer/Langzeitentwicklung_-_Themen_im_Ueberblick/Politik_II/#Probl1,Dienstag bis Donnerstag vor Veröffentlichung am Freitag,ca. 1250
27.01.12,6,5,4,5,6,,,10,4,25,5,,,,,,Forschungsgruppe Wahlen: Politbarometer,Was ist Ihrer Meinung nach gegenwärtig das wichtigste Problem in Deutschland? (max. zwei Nennungen),https://www.forschungsgruppe.de/Umfragen/Politbarometer/Langzeitentwicklung_-_Themen_im_Ueberblick/Politik_II/#Probl1,Dienstag bis Donnerstag vor Veröffentlichung am Freitag,ca. 1250
10.02.12,7,6,4,4,7,,,9,4,26,5,,,,,,Forschungsgruppe Wahlen: Politbarometer,Was ist Ihrer Meinung nach gegenwärtig das wichtigste Problem in Deutschland? (max. zwei Nennungen),https://www.forschungsgruppe.de/Umfragen/Politbarometer/Langzeitentwicklung_-_Themen_im_Ueberblick/Politik_II/#Probl1,Dienstag bis Donnerstag vor Veröffentlichung am Freitag,ca. 1250
09.03.12,8,6,6,5,8,,,12,4,24,5,,,,,,Forschungsgruppe Wahlen: Politbarometer,Was ist Ihrer Meinung nach gegenwärtig das wichtigste Problem in Deutschland? (max. zwei Nennungen),https://www.forschungsgruppe.de/Umfragen/Politbarometer/Langzeitentwicklung_-_Themen_im_Ueberblick/Politik_II/#Probl1,Dienstag bis Donnerstag vor Veröffentlichung am Freitag,ca. 1250
30.03.12,7,7,5,6,10,,,9,4,28,4,,,,,,Forschungsgruppe Wahlen: Politbarometer,Was ist Ihrer Meinung nach gegenwärtig das wichtigste Problem in Deutschland? (max. zwei Nennungen),https://www.forschungsgruppe.de/Umfragen/Politbarometer/Langzeitentwicklung_-_Themen_im_Ueberblick/Politik_II/#Probl1,Dienstag bis Donnerstag vor Veröffentlichung am Freitag,ca. 1250
27.04.12,10,11,7,5,9,,,8,4,23,4,,,,,,Forschungsgruppe Wahlen: Politbarometer,Was ist Ihrer Meinung nach gegenwärtig das wichtigste Problem in Deutschland? (max. zwei Nennungen),https://www.forschungsgruppe.de/Umfragen/Politbarometer/Langzeitentwicklung_-_Themen_im_Ueberblick/Politik_II/#Probl1,Dienstag bis Donnerstag vor Veröffentlichung am Freitag,ca. 1250
25.05.12,9,5,6,14,7,,,10,4,23,4,,,,,,Forschungsgruppe Wahlen: Politbarometer,Was ist Ihrer Meinung nach gegenwärtig das wichtigste Problem in Deutschland? (max. zwei Nennungen),https://www.forschungsgruppe.de/Umfragen/Politbarometer/Langzeitentwicklung_-_Themen_im_Ueberblick/Politik_II/#Probl1,Dienstag bis Donnerstag vor Veröffentlichung am Freitag,ca. 1250
15.06.12,11,6,4,9,6,,,8,5,24,5,,,,,,Forschungsgruppe Wahlen: Politbarometer,Was ist Ihrer Meinung nach gegenwärtig das wichtigste Problem in Deutschland? (max. zwei Nennungen),https://www.forschungsgruppe.de/Umfragen/Politbarometer/Langzeitentwicklung_-_Themen_im_Ueberblick/Politik_II/#Probl1,Dienstag bis Donnerstag vor Veröffentlichung am Freitag,ca. 1250
13.07.12,9,5,4,4,6,,,7,4,21,5,,,,,,Forschungsgruppe Wahlen: Politbarometer,Was ist Ihrer Meinung nach gegenwärtig das wichtigste Problem in Deutschland? (max. zwei Nennungen),https://www.forschungsgruppe.de/Umfragen/Politbarometer/Langzeitentwicklung_-_Themen_im_Ueberblick/Politik_II/#Probl1,Dienstag bis Donnerstag vor Veröffentlichung am Freitag,ca. 1250
24.08.12,9,7,4,8,5,,,7,2,19,4,,,,,,Forschungsgruppe Wahlen: Politbarometer,Was ist Ihrer Meinung nach gegenwärtig das wichtigste Problem in Deutschland? (max. zwei Nennungen),https://www.forschungsgruppe.de/Umfragen/Politbarometer/Langzeitentwicklung_-_Themen_im_Ueberblick/Politik_II/#Probl1,Dienstag bis Donnerstag vor Veröffentlichung am Freitag,ca. 1250
14.09.12,8,28,5,4,5,,,6,4,21,5,,,,,,Forschungsgruppe Wahlen: Politbarometer,Was ist Ihrer Meinung nach gegenwärtig das wichtigste Problem in Deutschland? (max. zwei Nennungen),https://www.forschungsgruppe.de/Umfragen/Politbarometer/Langzeitentwicklung_-_Themen_im_Ueberblick/Politik_II/#Probl1,Dienstag bis Donnerstag vor Veröffentlichung am Freitag,ca. 1250
28.09.12,11,22,4,4,8,,,6,3,24,4,,,,,,Forschungsgruppe Wahlen: Politbarometer,Was ist Ihrer Meinung nach gegenwärtig das wichtigste Problem in Deutschland? (max. zwei Nennungen),https://www.forschungsgruppe.de/Umfragen/Politbarometer/Langzeitentwicklung_-_Themen_im_Ueberblick/Politik_II/#Probl1,Dienstag bis Donnerstag vor Veröffentlichung am Freitag,ca. 1250
11.10.12,6,19,5,5,11,,,5,4,24,4,,,,,,Forschungsgruppe Wahlen: Politbarometer,Was ist Ihrer Meinung nach gegenwärtig das wichtigste Problem in Deutschland? (max. zwei Nennungen),https://www.forschungsgruppe.de/Umfragen/Politbarometer/Langzeitentwicklung_-_Themen_im_Ueberblick/Politik_II/#Probl1,Dienstag bis Donnerstag vor Veröffentlichung am Freitag,ca. 1250
26.10.12,8,21,5,8,9,,,6,4,24,4,,,,,,Forschungsgruppe Wahlen: Politbarometer,Was ist Ihrer Meinung nach gegenwärtig das wichtigste Problem in Deutschland? (max. zwei Nennungen),https://www.forschungsgruppe.de/Umfragen/Politbarometer/Langzeitentwicklung_-_Themen_im_Ueberblick/Politik_II/#Probl1,Dienstag bis Donnerstag vor Veröffentlichung am Freitag,ca. 1250
16.11.12,9,16,5,8,8,,,6,5,23,6,,,,,,Forschungsgruppe Wahlen: Politbarometer,Was ist Ihrer Meinung nach gegenwärtig das wichtigste Problem in Deutschland? (max. zwei Nennungen),https://www.forschungsgruppe.de/Umfragen/Politbarometer/Langzeitentwicklung_-_Themen_im_Ueberblick/Politik_II/#Probl1,Dienstag bis Donnerstag vor Veröffentlichung am Freitag,ca. 1250
30.11.12,7,19,4,8,9,,,6,4,22,7,,,,,,Forschungsgruppe Wahlen: Politbarometer,Was ist Ihrer Meinung nach gegenwärtig das wichtigste Problem in Deutschland? (max. zwei Nennungen),https://www.forschungsgruppe.de/Umfragen/Politbarometer/Langzeitentwicklung_-_Themen_im_Ueberblick/Politik_II/#Probl1,Dienstag bis Donnerstag vor Veröffentlichung am Freitag,ca. 1250
14.12.12,7,12,6,5,11,,,7,4,26,6,,,,,,Forschungsgruppe Wahlen: Politbarometer,Was ist Ihrer Meinung nach gegenwärtig das wichtigste Problem in Deutschland? (max. zwei Nennungen),https://www.forschungsgruppe.de/Umfragen/Politbarometer/Langzeitentwicklung_-_Themen_im_Ueberblick/Politik_II/#Probl1,Dienstag bis Donnerstag vor Veröffentlichung am Freitag,ca. 1250
11.01.13,8,10,4,8,11,,,9,5,26,6,,,,,,Forschungsgruppe Wahlen: Politbarometer,Was ist Ihrer Meinung nach gegenwärtig das wichtigste Problem in Deutschland? (max. zwei Nennungen),https://www.forschungsgruppe.de/Umfragen/Politbarometer/Langzeitentwicklung_-_Themen_im_Ueberblick/Politik_II/#Probl1,Dienstag bis Donnerstag vor Veröffentlichung am Freitag,ca. 1250
25.01.13,11,9,4,7,12,,,6,5,28,5,,,,,,Forschungsgruppe Wahlen: Politbarometer,Was ist Ihrer Meinung nach gegenwärtig das wichtigste Problem in Deutschland? (max. zwei Nennungen),https://www.forschungsgruppe.de/Umfragen/Politbarometer/Langzeitentwicklung_-_Themen_im_Ueberblick/Politik_II/#Probl1,Dienstag bis Donnerstag vor Veröffentlichung am Freitag,ca. 1250
22.02.13,10,10,5,9,9,,,10,4,23,4,,,,,,Forschungsgruppe Wahlen: Politbarometer,Was ist Ihrer Meinung nach gegenwärtig das wichtigste Problem in Deutschland? (max. zwei Nennungen),https://www.forschungsgruppe.de/Umfragen/Politbarometer/Langzeitentwicklung_-_Themen_im_Ueberblick/Politik_II/#Probl1,Dienstag bis Donnerstag vor Veröffentlichung am Freitag,ca. 1250
08.03.13,9,8,6,8,19,,,7,3,26,5,,,,,,Forschungsgruppe Wahlen: Politbarometer,Was ist Ihrer Meinung nach gegenwärtig das wichtigste Problem in Deutschland? (max. zwei Nennungen),https://www.forschungsgruppe.de/Umfragen/Politbarometer/Langzeitentwicklung_-_Themen_im_Ueberblick/Politik_II/#Probl1,Dienstag bis Donnerstag vor Veröffentlichung am Freitag,ca. 1250
22.03.13,9,9,7,7,15,,,6,4,20,4,,,,,,Forschungsgruppe Wahlen: Politbarometer,Was ist Ihrer Meinung nach gegenwärtig das wichtigste Problem in Deutschland? (max. zwei Nennungen),https://www.forschungsgruppe.de/Umfragen/Politbarometer/Langzeitentwicklung_-_Themen_im_Ueberblick/Politik_II/#Probl1,Dienstag bis Donnerstag vor Veröffentlichung am Freitag,ca. 1250
12.04.13,10,9,8,8,10,,,7,4,23,4,,,,,,Forschungsgruppe Wahlen: Politbarometer,Was ist Ihrer Meinung nach gegenwärtig das wichtigste Problem in Deutschland? (max. zwei Nennungen),https://www.forschungsgruppe.de/Umfragen/Politbarometer/Langzeitentwicklung_-_Themen_im_Ueberblick/Politik_II/#Probl1,Dienstag bis Donnerstag vor Veröffentlichung am Freitag,ca. 1250
26.04.13,9,9,7,4,13,,,5,4,23,4,,,,,,Forschungsgruppe Wahlen: Politbarometer,Was ist Ihrer Meinung nach gegenwärtig das wichtigste Problem in Deutschland? (max. zwei Nennungen),https://www.forschungsgruppe.de/Umfragen/Politbarometer/Langzeitentwicklung_-_Themen_im_Ueberblick/Politik_II/#Probl1,Dienstag bis Donnerstag vor Veröffentlichung am Freitag,ca. 1250
17.05.13,9,12,7,6,13,,,5,4,28,4,,,,,,Forschungsgruppe Wahlen: Politbarometer,Was ist Ihrer Meinung nach gegenwärtig das wichtigste Problem in Deutschland? (max. zwei Nennungen),https://www.forschungsgruppe.de/Umfragen/Politbarometer/Langzeitentwicklung_-_Themen_im_Ueberblick/Politik_II/#Probl1,Dienstag bis Donnerstag vor Veröffentlichung am Freitag,ca. 1250
07.06.13,7,9,6,6,10,,,7,4,27,4,,,,,,Forschungsgruppe Wahlen: Politbarometer,Was ist Ihrer Meinung nach gegenwärtig das wichtigste Problem in Deutschland? (max. zwei Nennungen),https://www.forschungsgruppe.de/Umfragen/Politbarometer/Langzeitentwicklung_-_Themen_im_Ueberblick/Politik_II/#Probl1,Dienstag bis Donnerstag vor Veröffentlichung am Freitag,ca. 1250
28.06.13,12,12,6,6,11,,,7,4,23,4,,,,,,Forschungsgruppe Wahlen: Politbarometer,Was ist Ihrer Meinung nach gegenwärtig das wichtigste Problem in Deutschland? (max. zwei Nennungen),https://www.forschungsgruppe.de/Umfragen/Politbarometer/Langzeitentwicklung_-_Themen_im_Ueberblick/Politik_II/#Probl1,Dienstag bis Donnerstag vor Veröffentlichung am Freitag,ca. 1250
12.07.13,11,11,8,10,10,,,6,4,27,6,,,,,,Forschungsgruppe Wahlen: Politbarometer,Was ist Ihrer Meinung nach gegenwärtig das wichtigste Problem in Deutschland? (max. zwei Nennungen),https://www.forschungsgruppe.de/Umfragen/Politbarometer/Langzeitentwicklung_-_Themen_im_Ueberblick/Politik_II/#Probl1,Dienstag bis Donnerstag vor Veröffentlichung am Freitag,ca. 1250
02.08.13,9,10,6,6,9,,,8,4,29,6,,,,,,Forschungsgruppe Wahlen: Politbarometer,Was ist Ihrer Meinung nach gegenwärtig das wichtigste Problem in Deutschland? (max. zwei Nennungen),https://www.forschungsgruppe.de/Umfragen/Politbarometer/Langzeitentwicklung_-_Themen_im_Ueberblick/Politik_II/#Probl1,Dienstag bis Donnerstag vor Veröffentlichung am Freitag,ca. 1250
16.08.13,8,13,6,7,8,,,8,4,29,4,,,,,,Forschungsgruppe Wahlen: Politbarometer,Was ist Ihrer Meinung nach gegenwärtig das wichtigste Problem in Deutschland? (max. zwei Nennungen),https://www.forschungsgruppe.de/Umfragen/Politbarometer/Langzeitentwicklung_-_Themen_im_Ueberblick/Politik_II/#Probl1,Dienstag bis Donnerstag vor Veröffentlichung am Freitag,ca. 1250
23.08.13,8,13,10,4,10,,,6,5,28,4,,,,,,Forschungsgruppe Wahlen: Politbarometer,Was ist Ihrer Meinung nach gegenwärtig das wichtigste Problem in Deutschland? (max. zwei Nennungen),https://www.forschungsgruppe.de/Umfragen/Politbarometer/Langzeitentwicklung_-_Themen_im_Ueberblick/Politik_II/#Probl1,Dienstag bis Donnerstag vor Veröffentlichung am Freitag,ca. 1250
29.08.13,9,15,7,6,10,,,5,4,28,3,,,,,,Forschungsgruppe Wahlen: Politbarometer,Was ist Ihrer Meinung nach gegenwärtig das wichtigste Problem in Deutschland? (max. zwei Nennungen),https://www.forschungsgruppe.de/Umfragen/Politbarometer/Langzeitentwicklung_-_Themen_im_Ueberblick/Politik_II/#Probl1,Dienstag bis Donnerstag vor Veröffentlichung am Freitag,ca. 1250
05.09.13,9,18,6,6,11,,,3,6,28,3,,,,,,Forschungsgruppe Wahlen: Politbarometer,Was ist Ihrer Meinung nach gegenwärtig das wichtigste Problem in Deutschland? (max. zwei Nennungen),https://www.forschungsgruppe.de/Umfragen/Politbarometer/Langzeitentwicklung_-_Themen_im_Ueberblick/Politik_II/#Probl1,Dienstag bis Donnerstag vor Veröffentlichung am Freitag,ca. 1250
13.09.13,10,21,7,6,10,,,4,5,25,3,,,,,,Forschungsgruppe Wahlen: Politbarometer,Was ist Ihrer Meinung nach gegenwärtig das wichtigste Problem in Deutschland? (max. zwei Nennungen),https://www.forschungsgruppe.de/Umfragen/Politbarometer/Langzeitentwicklung_-_Themen_im_Ueberblick/Politik_II/#Probl1,Dienstag bis Donnerstag vor Veröffentlichung am Freitag,ca. 1250
27.09.13,9,15,6,7,14,,,4,5,25,3,,,,,,Forschungsgruppe Wahlen: Politbarometer,Was ist Ihrer Meinung nach gegenwärtig das wichtigste Problem in Deutschland? (max. zwei Nennungen),https://www.forschungsgruppe.de/Umfragen/Politbarometer/Langzeitentwicklung_-_Themen_im_Ueberblick/Politik_II/#Probl1,Dienstag bis Donnerstag vor Veröffentlichung am Freitag,ca. 1250
18.10.13,7,14,10,12,10,,,5,3,22,3,,,,,,Forschungsgruppe Wahlen: Politbarometer,Was ist Ihrer Meinung nach gegenwärtig das wichtigste Problem in Deutschland? (max. zwei Nennungen),https://www.forschungsgruppe.de/Umfragen/Politbarometer/Langzeitentwicklung_-_Themen_im_Ueberblick/Politik_II/#Probl1,Dienstag bis Donnerstag vor Veröffentlichung am Freitag,ca. 1250
08.11.13,9,17,12,10,9,,,4,4,20,3,,,,,,Forschungsgruppe Wahlen: Politbarometer,Was ist Ihrer Meinung nach gegenwärtig das wichtigste Problem in Deutschland? (max. zwei Nennungen),https://www.forschungsgruppe.de/Umfragen/Politbarometer/Langzeitentwicklung_-_Themen_im_Ueberblick/Politik_II/#Probl1,Dienstag bis Donnerstag vor Veröffentlichung am Freitag,ca. 1250
29.11.13,9,17,8,7,12,,,5,7,22,3,,,,,,Forschungsgruppe Wahlen: Politbarometer,Was ist Ihrer Meinung nach gegenwärtig das wichtigste Problem in Deutschland? (max. zwei Nennungen),https://www.forschungsgruppe.de/Umfragen/Politbarometer/Langzeitentwicklung_-_Themen_im_Ueberblick/Politik_II/#Probl1,Dienstag bis Donnerstag vor Veröffentlichung am Freitag,ca. 1250
13.12.13,10,17,10,7,10,,,5,5,23,2,,,,,,Forschungsgruppe Wahlen: Politbarometer,Was ist Ihrer Meinung nach gegenwärtig das wichtigste Problem in Deutschland? (max. zwei Nennungen),https://www.forschungsgruppe.de/Umfragen/Politbarometer/Langzeitentwicklung_-_Themen_im_Ueberblick/Politik_II/#Probl1,Dienstag bis Donnerstag vor Veröffentlichung am Freitag,ca. 1250
17.01.14,10,16,22,8,9,,,5,5,21,4,,,,,,Forschungsgruppe Wahlen: Politbarometer,Was ist Ihrer Meinung nach gegenwärtig das wichtigste Problem in Deutschland? (max. zwei Nennungen),https://www.forschungsgruppe.de/Umfragen/Politbarometer/Langzeitentwicklung_-_Themen_im_Ueberblick/Politik_II/#Probl1,Dienstag bis Donnerstag vor Veröffentlichung am Freitag,ca. 1250
31.01.14,10,23,17,9,10,,,5,6,21,4,,,,,,Forschungsgruppe Wahlen: Politbarometer,Was ist Ihrer Meinung nach gegenwärtig das wichtigste Problem in Deutschland? (max. zwei Nennungen),https://www.forschungsgruppe.de/Umfragen/Politbarometer/Langzeitentwicklung_-_Themen_im_Ueberblick/Politik_II/#Probl1,Dienstag bis Donnerstag vor Veröffentlichung am Freitag,ca. 1250
21.02.14,7,13,15,10,8,,,11,6,20,3,,,,,,Forschungsgruppe Wahlen: Politbarometer,Was ist Ihrer Meinung nach gegenwärtig das wichtigste Problem in Deutschland? (max. zwei Nennungen),https://www.forschungsgruppe.de/Umfragen/Politbarometer/Langzeitentwicklung_-_Themen_im_Ueberblick/Politik_II/#Probl1,Dienstag bis Donnerstag vor Veröffentlichung am Freitag,ca. 1250
14.03.14,8,13,11,8,12,,,8,6,18,2,,,,,,Forschungsgruppe Wahlen: Politbarometer,Was ist Ihrer Meinung nach gegenwärtig das wichtigste Problem in Deutschland? (max. zwei Nennungen),https://www.forschungsgruppe.de/Umfragen/Politbarometer/Langzeitentwicklung_-_Themen_im_Ueberblick/Politik_II/#Probl1,Dienstag bis Donnerstag vor Veröffentlichung am Freitag,ca. 1250
28.03.14,9,13,11,9,11,,,6,5,19,4,,,,,,Forschungsgruppe Wahlen: Politbarometer,Was ist Ihrer Meinung nach gegenwärtig das wichtigste Problem in Deutschland? (max. zwei Nennungen),https://www.forschungsgruppe.de/Umfragen/Politbarometer/Langzeitentwicklung_-_Themen_im_Ueberblick/Politik_II/#Probl1,Dienstag bis Donnerstag vor Veröffentlichung am Freitag,ca. 1250
11.04.14,8,21,12,14,8,,,6,5,23,3,,,,,,Forschungsgruppe Wahlen: Politbarometer,Was ist Ihrer Meinung nach gegenwärtig das wichtigste Problem in Deutschland? (max. zwei Nennungen),https://www.forschungsgruppe.de/Umfragen/Politbarometer/Langzeitentwicklung_-_Themen_im_Ueberblick/Politik_II/#Probl1,Dienstag bis Donnerstag vor Veröffentlichung am Freitag,ca. 1250
09.05.14,8,19,10,8,12,,,6,5,21,3,,,,,,Forschungsgruppe Wahlen: Politbarometer,Was ist Ihrer Meinung nach gegenwärtig das wichtigste Problem in Deutschland? (max. zwei Nennungen),https://www.forschungsgruppe.de/Umfragen/Politbarometer/Langzeitentwicklung_-_Themen_im_Ueberblick/Politik_II/#Probl1,Dienstag bis Donnerstag vor Veröffentlichung am Freitag,ca. 1250
05.06.14,9,15,17,7,10,,,6,4,22,4,,,,,,Forschungsgruppe Wahlen: Politbarometer,Was ist Ihrer Meinung nach gegenwärtig das wichtigste Problem in Deutschland? (max. zwei Nennungen),https://www.forschungsgruppe.de/Umfragen/Politbarometer/Langzeitentwicklung_-_Themen_im_Ueberblick/Politik_II/#Probl1,Dienstag bis Donnerstag vor Veröffentlichung am Freitag,ca. 1250
27.06.14,11,16,16,6,10,,,5,5,22,3,,,,,,Forschungsgruppe Wahlen: Politbarometer,Was ist Ihrer Meinung nach gegenwärtig das wichtigste Problem in Deutschland? (max. zwei Nennungen),https://www.forschungsgruppe.de/Umfragen/Politbarometer/Langzeitentwicklung_-_Themen_im_Ueberblick/Politik_II/#Probl1,Dienstag bis Donnerstag vor Veröffentlichung am Freitag,ca. 1250
18.07.14,10,11,13,10,12,,,5,6,22,3,,,,,,Forschungsgruppe Wahlen: Politbarometer,Was ist Ihrer Meinung nach gegenwärtig das wichtigste Problem in Deutschland? (max. zwei Nennungen),https://www.forschungsgruppe.de/Umfragen/Politbarometer/Langzeitentwicklung_-_Themen_im_Ueberblick/Politik_II/#Probl1,Dienstag bis Donnerstag vor Veröffentlichung am Freitag,ca. 1250
22.08.14,10,12,12,6,8,,,5,4,21,4,,,,,,Forschungsgruppe Wahlen: Politbarometer,Was ist Ihrer Meinung nach gegenwärtig das wichtigste Problem in Deutschland? (max. zwei Nennungen),https://www.forschungsgruppe.de/Umfragen/Politbarometer/Langzeitentwicklung_-_Themen_im_Ueberblick/Politik_II/#Probl1,Dienstag bis Donnerstag vor Veröffentlichung am Freitag,ca. 1250
05.09.14,9,8,17,5,8,,,5,5,19,3,,,,,,Forschungsgruppe Wahlen: Politbarometer,Was ist Ihrer Meinung nach gegenwärtig das wichtigste Problem in Deutschland? (max. zwei Nennungen),https://www.forschungsgruppe.de/Umfragen/Politbarometer/Langzeitentwicklung_-_Themen_im_Ueberblick/Politik_II/#Probl1,Dienstag bis Donnerstag vor Veröffentlichung am Freitag,ca. 1250
