,AFD,CDUCSU,FDP,GRUENE,LINKE,SPD
2021-07-12,6.0,2.0,0.0,1.0,0.0,1.0
2021-07-13,8.0,2.0,0.0,1.0,2.0,1.0
2021-07-14,10.0,2.0,0.0,1.0,2.0,1.0
2021-07-15,9.0,2.0,0.0,1.0,2.0,1.0
2021-07-16,9.0,2.0,0.0,1.0,2.0,1.0
2021-07-17,9.0,2.0,0.0,1.0,2.0,2.0
2021-07-18,10.0,2.0,0.0,0.0,2.0,2.0
2021-07-19,11.0,2.0,0.0,0.0,2.0,2.0
2021-07-20,12.0,2.0,0.0,0.0,2.0,2.0
2021-07-21,13.0,2.0,1.0,0.0,2.0,2.0
2021-07-22,12.0,0.0,1.0,0.0,2.0,2.0
2021-07-23,11.0,0.0,1.0,0.0,2.0,2.0
2021-07-24,11.0,0.0,1.0,0.0,2.0,2.0
2021-07-25,11.0,0.0,1.0,0.0,2.0,2.0
2021-07-26,11.0,0.0,1.0,0.0,2.0,1.0
2021-07-27,9.0,0.0,1.0,0.0,0.0,1.0
2021-07-28,7.0,0.0,1.0,0.0,0.0,1.0
2021-07-29,7.0,0.0,1.0,0.0,0.0,1.0
2021-07-30,7.0,0.0,1.0,0.0,0.0,1.0
2021-07-31,10.0,0.0,1.0,0.0,0.0,0.0
2021-08-01,9.0,1.0,2.0,0.0,0.0,0.0
2021-08-02,7.0,2.0,3.0,0.0,0.0,0.0
2021-08-03,5.0,2.0,3.0,0.0,0.0,0.0
2021-08-04,4.0,2.0,2.0,0.0,0.0,0.0
2021-08-05,3.0,2.0,2.0,0.0,0.0,0.0
2021-08-06,5.0,2.0,3.0,0.0,0.0,1.0
2021-08-07,5.0,2.0,3.0,1.0,0.0,1.0
2021-08-08,5.0,2.0,3.0,1.0,0.0,1.0
2021-08-09,6.0,2.0,3.0,2.0,0.0,1.0
2021-08-10,6.0,2.0,3.0,2.0,0.0,1.0
2021-08-11,6.0,2.0,3.0,3.0,0.0,1.0
2021-08-12,6.0,3.0,3.0,3.0,0.0,1.0
2021-08-13,6.0,4.0,3.0,3.0,0.0,1.0
2021-08-14,3.0,4.0,3.0,4.0,0.0,1.0
2021-08-15,3.0,3.0,2.0,4.0,0.0,1.0
2021-08-16,6.0,3.0,1.0,4.0,0.0,1.0
2021-08-17,7.0,4.0,1.0,4.0,0.0,1.0
2021-08-18,7.0,4.0,1.0,4.0,0.0,1.0
2021-08-19,7.0,4.0,1.0,4.0,1.0,1.0
2021-08-20,5.0,4.0,0.0,4.0,1.0,0.0
2021-08-21,5.0,4.0,0.0,3.0,1.0,0.0
2021-08-22,5.0,4.0,0.0,3.0,1.0,0.0
2021-08-23,4.0,4.0,0.0,2.0,2.0,0.0
2021-08-24,4.0,4.0,0.0,2.0,2.0,0.0
2021-08-25,4.0,4.0,0.0,1.0,3.0,0.0
2021-08-26,5.0,3.0,0.0,1.0,3.0,0.0
2021-08-27,5.0,2.0,0.0,1.0,3.0,0.0
2021-08-28,5.0,2.0,1.0,0.0,3.0,0.0
2021-08-29,5.0,5.0,1.0,4.0,3.0,1.0
2021-08-30,2.0,4.0,1.0,4.0,4.0,1.0
2021-08-31,2.0,4.0,2.0,5.0,4.0,1.0
2021-09-01,2.0,4.0,2.0,5.0,4.0,1.0
2021-09-02,3.0,4.0,2.0,5.0,3.0,1.0
2021-09-03,3.0,4.0,2.0,5.0,3.0,1.0
2021-09-04,3.0,4.0,2.0,5.0,3.0,1.0
2021-09-05,4.0,4.0,2.0,5.0,3.0,1.0
