hashtag,GRUENE,LINKE,CDUCSU,SPD,AFD,FDP
vorbei,0,0,2,1,0,0
vorführen,0,0,0,0,1,0
vorgehen,0,0,0,0,0,1
vorhaben,0,0,0,1,0,0
vorliegen,1,0,0,0,0,0
vormarsch,0,0,0,0,1,0
vormerken,0,0,0,0,1,0
vormittag,0,0,0,0,1,0
vorne,0,0,0,1,0,0
vorrangig,0,0,0,0,0,1
vorschlag,1,0,0,1,1,0
vorschreiben,0,0,1,2,0,0
vorstehen,0,0,0,1,0,0
vorteil,0,0,0,0,1,0
vorwerfen,1,0,1,0,0,0
vorwurf,0,0,0,1,0,0
völlig,1,0,2,1,4,1
wachstum,0,0,1,0,0,0
wagenknecht,1,1,0,0,0,0
wages,0,0,0,1,0,0
wahl,0,0,0,1,0,0
wahlkampf,0,0,1,0,0,0
wahlkreis,0,0,0,1,0,0
wahlplakate,0,0,0,0,1,0
wahlrechtsreform,1,0,0,0,0,0
wahnvorstellungen,0,0,0,0,1,0
wahrscheinlich,0,1,0,0,0,0
wanzt,0,0,0,0,1,0
warum,0,0,0,0,1,0
was,1,0,0,3,6,1
washington,0,0,0,0,1,0
wasistdalos,0,0,0,1,0,0
wasserstoff,0,0,0,0,0,1
we,0,0,0,3,0,0
website,0,0,0,1,0,0
weg,1,0,1,1,2,1
weggemobbt,0,0,0,1,0,0
wegkürzen,0,1,0,0,0,0
weh,0,0,0,0,1,0
wehren,1,0,0,0,0,0
wehrfähigkeit,0,0,0,0,1,0
weiblich,0,1,1,0,0,0
weibliche,0,1,1,0,0,0
weihen,0,0,0,0,1,0
weil,0,0,0,0,2,1
weise,0,0,0,0,2,1
weissen,0,1,0,0,0,0
weit,0,0,0,2,1,0
weiterentwickeln,0,1,0,0,0,0
weitergehen,1,0,0,0,0,0
weiterhin,0,1,0,0,0,0
weiß,0,0,1,1,1,0
weißt,0,1,0,0,0,0
welch,1,2,0,0,1,0
welcome,0,0,0,0,1,0
welt,1,0,0,1,4,0
weltfrauentag,1,2,0,1,0,0
weltfrauentag2021,0,0,0,1,0,0
wenden,1,0,1,0,0,0
wenig,0,0,0,0,1,0
wenigstens,0,0,0,0,1,0
wenn,2,4,2,2,1,0
wer,3,4,5,2,10,3
werken,0,0,0,0,0,1
werten,0,0,0,0,2,0
wertschätzung,0,0,0,0,0,1
wertvoll,0,0,1,0,0,0
wesentlich,0,0,1,0,0,0
westen,0,0,1,0,1,0
wg,1,0,0,0,0,0
what,0,0,0,1,0,0
who,0,0,0,1,0,0
wichtig,1,2,2,0,3,3
widerlich,0,0,0,0,2,0
widersprechen,0,1,3,0,0,0
widerstand,0,0,0,0,1,0
wie,2,0,2,1,5,1
wieder,0,0,0,0,2,0
wiederholen,0,0,0,1,0,0
wieso,1,0,2,0,1,0
wikigap,0,1,0,0,0,0
wikipedia,0,3,0,0,0,0
willen,1,0,0,0,0,0
willigen,0,0,0,0,1,0
willkommenskultur,0,0,0,0,1,0
wir,0,1,0,0,0,0
wird,0,0,0,1,0,0
wirholendasdirektmandat,0,0,0,0,5,0
wirken,2,0,0,0,2,0
wirklich,0,1,0,1,0,0
wirklichkeit,0,0,0,0,0,2
wirksam,0,1,0,0,0,0
wirkung,0,0,0,0,1,0
wirstehenzusammen,0,0,0,0,1,0
wirtschaft,0,1,0,0,0,0
wirtschaftspolitik,0,0,0,0,0,1
wirweichennicht,0,0,0,0,1,0
wissen,0,1,0,1,1,1
wissenschaft,0,2,0,0,1,1
wissenschaftlich,0,0,1,0,0,0
wissenschaftliche,1,0,0,0,0,0
wissenschaftsfeindlichkeit,0,1,0,0,0,0
with,0,1,0,2,0,0
wittern,0,0,0,0,1,0
witzig,0,0,0,1,0,0
wk194,0,0,0,0,4,0
wo,1,0,0,0,1,0
woche,0,0,1,1,0,0
wohl,0,0,1,0,0,0
wohlstand,0,0,1,0,1,0
wohnen,0,0,2,0,0,0
wolfgang,0,1,0,0,0,0
wollen,0,0,1,0,1,0
women,0,0,0,2,0,0
womeninscienceday,0,1,0,0,0,0
womensday,0,0,0,2,0,0
womensrights,0,0,0,1,0,0
womensrightsarehumanrights,0,0,0,1,0,0
womöglich,0,0,0,0,0,1
won,0,0,0,1,0,0
worauf,0,0,1,1,0,0
words,0,0,0,1,0,0
work,0,0,0,1,0,0
workers,0,0,0,1,0,0
workshop,0,1,0,0,0,0
world,0,0,0,2,0,0
wort,0,2,2,1,1,1
wovon,0,1,0,0,0,0
wtf,0,1,0,0,0,0
wund,0,1,1,0,2,0
wundern,0,0,1,0,0,0
wurde,0,0,0,1,0,0
wusste,0,0,1,0,0,0
wählen,0,0,0,0,6,1
wähler,2,1,2,0,0,1
wählerinnen,0,0,0,0,0,1
wählern,0,0,1,0,0,0
während,0,0,0,0,1,1
wünsche,0,1,0,0,1,0
wünschen,1,0,0,0,0,0
würgegriff,0,0,0,0,1,0
you,0,0,0,1,0,0
your,0,0,0,1,0,0
zahl,0,0,0,1,0,0
zahlen,0,0,2,0,0,0
zaki,0,1,0,0,0,0
zb,1,1,0,0,1,0
zdf,0,0,0,0,2,0
zeichen,0,0,1,0,0,0
zeigen,1,1,2,2,1,0
zeit,3,1,1,1,3,0
zeitgeist,0,0,0,0,1,0
zeitgemäß,0,1,0,0,0,0
zeitgenossen,0,0,0,0,0,1
zeitung,0,0,0,0,1,0
zementieren,0,2,0,0,0,0
zensur,0,0,0,0,1,0
zentrale,1,0,0,0,0,0
zentralkomitee,0,0,0,0,1,0
zergehen,0,1,0,0,0,0
zerlegen,0,0,0,0,1,0
zerodiscriminationday,0,1,0,0,0,0
zerstören,0,0,0,0,1,0
zerstörung,0,0,0,0,2,0
zertifizierte,1,0,0,0,0,0
zeugen,0,0,0,0,1,0
ziehen,1,0,0,0,0,0
zielen,0,1,0,0,1,1
zinssätze,1,0,0,0,0,0
zitat,0,0,1,0,0,0
zitieren,0,0,2,0,0,0
zu,0,0,0,0,1,0
zudem,0,1,0,0,0,0
zuerst,0,0,0,1,0,0
zug,0,0,0,0,1,0
zugang,1,0,0,0,0,0
zuhörer,0,0,0,0,1,0
zukunft,0,0,0,1,1,0
zukünftig,0,0,0,0,1,0
zulassen,0,0,0,0,1,0
zum,1,0,2,0,0,0
zunehmend,0,0,0,0,1,0
zunge,0,2,0,0,0,0
zur,1,0,0,0,0,0
zurechtbiegen,0,0,0,0,0,1
zurücksetzen,0,1,0,0,0,0
zusamm,1,0,0,0,0,0
zuschauer,0,0,1,0,1,0
zustand,0,2,0,0,0,0
zustimmen,0,0,1,0,0,0
zustimmung,0,0,1,0,0,0
zutiefst,0,0,1,0,0,0
zuviel,1,0,0,0,0,0
zwang,1,1,4,0,1,1
zwangssterilisation,0,0,1,0,0,0
zweifeln,0,0,0,1,0,0
zwingen,0,1,0,1,3,0
zwischen,0,0,0,0,2,0
ähnliches,0,0,0,0,1,0
ändern,2,1,0,0,0,0
ära,0,0,0,0,0,1
ärtztinnen,1,0,0,0,0,0
äußern,0,0,2,0,0,0
öff,0,0,1,0,0,0
öffentlich,0,0,1,0,2,0
öffentlichen,0,0,0,1,0,0
öffentlichrechtliche,0,0,0,0,1,0
öko,0,0,0,0,1,0
ökologischen,0,1,0,0,0,0
ör,0,0,0,0,2,0
örr,0,0,6,0,0,0
österreichisch,0,0,0,0,1,0
üben,0,0,2,0,0,0
über,1,0,1,0,1,0
überall,0,0,1,0,0,0
überbrücken,0,0,0,1,0,0
überdurchschnittlich,0,0,1,0,0,0
überflüssig,1,1,0,1,0,0
überfällig,0,0,0,0,0,1
überhöhung,0,0,0,0,1,0
überlassen,1,0,0,0,0,1
übernehmen,0,0,0,1,1,0
überprüfung,1,0,0,0,0,0
überraschen,0,0,1,0,0,0
übers,0,0,1,0,1,0
überschrift,0,0,1,0,0,0
übertreiben,0,0,0,1,0,0
übertreibung,0,0,0,1,0,0
übertrieben,0,0,1,0,0,0
überwiegen,0,1,2,0,0,0
überwiegend,0,0,1,0,0,0
überwinden,0,1,0,0,0,0
überzeugen,0,0,1,0,0,0
überzogen,0,0,0,0,1,0
üblich,0,0,1,0,0,0
übrig,0,0,0,0,2,0
übrigens,1,0,0,0,0,0
