hashtag,GRUENE,FDP,SPD,CDUCSU,LINKE,AFD
ginsburg,1,0,0,0,0,0
girlswelcome,0,0,0,0,0,1
glad,0,0,1,0,0,0
glasen,0,0,1,0,0,0
glaub,1,0,0,0,0,0
glaube,0,0,0,0,0,1
glauben,0,0,0,0,0,2
glaubenslehre,0,0,0,0,0,1
glaubwürdigkeit,0,0,0,0,0,1
gleich,5,1,9,1,11,0
gleichberechtigt,0,0,1,0,0,1
gleichberechtigung,2,2,3,2,8,2
gleiche,0,0,0,0,0,1
gleichen,0,0,1,0,2,0
gleicher,0,0,3,0,3,0
gleicherlohn,0,0,1,0,0,0
gleicherlohnfürgleichearbeit,0,0,0,2,0,0
gleichermaßen,1,0,0,0,0,0
gleiches,0,0,0,0,1,0
gleichheit,0,0,0,0,1,1
gleichmacherei,0,0,0,1,0,0
gleichsetzen,0,0,0,0,0,1
gleichstelling,0,0,1,0,0,0
gleichstellung,4,1,6,0,8,3
gleichstellungs,0,0,0,0,0,1
gleichstellungsfragen,1,0,0,0,0,0
gleichstellungsjahr,0,0,0,0,1,0
gleichstellungspolitik,1,0,0,0,1,0
gleichstellungsstelle,0,0,0,2,0,0
gleichstellungszwecken,1,0,0,0,0,0
gleichwertige,0,0,1,1,0,0
global,2,2,0,0,4,0
globale,0,0,0,0,0,1
globalisierung,0,0,0,0,0,1
globalisten,0,0,0,0,0,1
globally,0,0,0,0,1,0
glocke,0,0,0,0,1,0
gläubige,0,0,0,0,0,1
glücken,0,0,1,1,0,0
glücklich,1,0,0,0,0,0
glückwunsch,1,0,1,0,2,0
go,1,0,0,0,0,0
goals,0,0,1,0,0,0
goeke,1,0,0,0,0,0
gold,0,0,0,0,0,1
goldene,0,0,0,0,1,0
goldenerzaunpfahl,0,0,0,0,7,0
goldenes,0,0,0,0,0,1
goldman,0,0,1,0,0,0
goldrichtig,1,0,0,0,0,0
gomringer,0,0,0,0,0,1
good,1,0,2,0,1,0
google,1,1,0,0,0,0
gott,0,0,0,4,0,7
government,0,0,1,0,0,0
grafik,0,0,1,0,0,1
grammatik,0,0,0,0,0,4
grammatikalisch,0,0,1,0,0,1
grammatisch,0,0,0,1,0,0
gratulation,0,0,0,0,0,1
gravierend,0,0,0,0,1,0
great,1,0,4,0,0,0
greatly,0,0,1,0,0,0
greendigitaldeal,1,0,0,0,0,0
greennewdeal,1,0,0,0,0,0
greenpeace,0,0,0,0,0,1
greifen,2,1,1,2,0,4
greifswald,0,0,0,0,0,1
greiz,0,0,0,0,0,4
grenze,0,0,0,0,0,1
grenzenlos,0,0,0,0,0,1
grenzschließungen,0,0,0,0,0,1
greta,0,0,0,0,0,1
grieche,0,0,0,0,0,1
griechisch,0,0,0,0,0,1
groko,2,1,0,0,3,4
grotesk,0,0,0,0,1,0
growth,0,0,1,0,0,0
groß,1,0,1,2,3,2
großartig,1,0,0,0,1,0
großartige,0,0,0,0,1,0
großartiges,1,0,0,0,0,0
großbritannien,0,0,0,0,0,2
große,0,0,0,0,0,2
großkonzerne,0,0,0,0,0,2
großstadt,0,0,0,0,0,1
großteil,0,0,0,5,0,0
gruene,0,0,0,0,0,4
grueneverhindern,0,0,1,0,0,1
grund,3,1,1,2,2,1
grunderwerbssteuer,0,0,0,0,0,1
grunderwerbsteuer,0,0,0,0,0,1
grundgesetz,0,0,0,1,0,1
grundgesetzwidrig,0,0,0,0,0,1
grundgesetzänderung,0,1,0,0,0,0
grundlage,0,0,0,0,0,2
grundlegend,0,0,1,0,0,0
grundlegende,0,0,0,0,0,1
grundlehrplan,0,0,0,0,0,1
grundrente,1,0,0,0,0,1
grundrentefueralle,0,0,0,0,0,1
grundsatzprogramm,0,0,0,0,0,1
grundschulen,0,0,0,0,0,1
grundschüler,0,0,0,0,0,1
grundstein,0,1,1,0,0,0
grundsätzlich,0,1,0,0,0,0
gruppe,0,1,1,0,1,0
gruppenklagerecht,1,0,0,0,0,0
gruselig,0,0,0,0,6,0
gräfe,1,0,0,0,0,0
grässlichen,0,0,0,0,1,0
gröhlen,0,0,1,0,0,0
grölemeyers,0,0,0,0,0,1
gröpl,0,1,0,0,0,0
grün,3,3,0,2,0,9
grün_ix,0,0,0,0,0,1
gründen,0,0,0,0,0,1
gründend,0,1,0,0,0,0
gründerinnen,0,1,0,0,0,0
gründerszene,0,1,0,0,0,0
gründungsphase,0,0,0,0,0,1
grüne,5,3,2,6,1,16
grünes,1,0,0,0,0,0
grünesbundestagswahlprogramm,0,0,0,0,0,1
grüninnen,0,0,0,0,0,5
grünlinke,0,0,0,0,0,2
grünlinken,0,0,0,0,0,1
grünlinkes,0,0,0,0,0,1
grüßen,0,0,1,0,0,1
gt,1,3,0,0,0,1
guck,0,0,0,0,1,0
guckt,0,0,0,0,1,0
gulag,0,0,0,0,0,1
gut,4,2,5,3,2,11
gutachten,1,0,0,0,0,0
gute,1,0,0,2,0,2
gutefragenschlechteantworten,0,0,0,0,0,1
guten,0,1,0,0,0,1
gutmenschen,0,0,0,0,0,1
gutturaler,0,0,0,0,0,1
gäbe,0,0,0,0,1,0
gängelei,0,0,0,1,0,0
gängig,0,0,0,0,1,0
gärtnerin,0,0,0,0,0,1
gäst,0,0,0,0,0,1
gönnen,0,0,0,1,0,0
gör,0,0,0,0,0,1
götzentempel,0,0,0,0,0,1
günstige,1,0,0,0,0,0
günstlingswirtschaft,0,0,0,0,0,1
günter,0,0,0,0,0,1
hab,1,0,0,0,1,1
habeck,0,0,0,0,0,1
haben,3,0,0,0,1,1
hach,0,0,0,0,0,1
had,0,0,0,0,1,0
haft,0,0,0,0,1,0
hagelvoll,0,0,0,0,0,1
hakları,0,0,0,0,1,0
halleluja,0,0,0,1,0,0
hallo,0,0,0,0,1,0
halt,0,0,0,2,0,2
halte,1,0,1,6,0,2
halten,0,1,1,3,1,8
haltung,0,0,1,0,0,0
hamburg,0,0,0,0,0,1
hamburger,0,0,0,0,1,0
hamburghasstgesunde,0,0,0,0,0,1
hand,0,0,0,0,2,2
handeln,0,2,0,2,3,1
handhaben,0,0,0,2,0,0
handlungsempfehlungen,0,0,0,0,0,1
handwerk,0,0,0,0,0,1
handwerker,0,0,1,0,0,0
handycap,0,0,0,0,0,1
hannah,0,0,0,0,0,1
hannover,2,0,0,3,1,5
hans,0,0,2,0,2,0
harbarth,0,0,0,0,0,2
hardliner,0,0,0,0,0,1
hark,0,0,0,0,1,0
harmlose,1,1,0,0,0,0
harriett,1,0,0,0,0,0
harry,0,0,0,0,0,1
hart,1,0,0,0,0,1
harte,0,0,0,0,0,1
hartz,0,0,0,0,1,0
has,1,0,1,0,1,0
hasbro,0,0,0,0,0,1
haseloff,0,0,0,0,1,1
hass,1,0,1,2,1,1
hassen,0,0,0,0,1,0
hasser,0,0,0,0,0,1
hasst,0,0,0,0,2,0
hater,1,0,0,0,0,0
hauer,0,0,0,1,0,0
hauptmann,0,0,0,0,0,1
hauptproblem,0,0,0,0,0,1
hauptsache,0,1,0,0,0,3
hausarbeit,0,0,0,0,0,1
hausarbeiten,0,0,1,0,0,0
hausen,0,0,0,0,0,2
haushalt,1,0,0,0,0,1
haushalt2021,0,0,0,0,0,1
haushaltsausschuss,1,0,0,0,0,0
haushaltsdebatte,0,0,0,0,0,2
haushaltspolitik,1,0,1,0,0,0
hausverwalter,0,0,0,0,0,1
have,2,0,2,0,0,0
head,0,0,1,0,0,0
headquarters,0,0,0,0,1,0
health,0,0,1,0,0,0
hebräisch,0,0,0,0,0,1
heer,0,0,0,0,1,0
heforshe,0,0,1,0,0,0
heidenreich,0,0,0,0,0,1
heiko,0,0,0,0,1,0
heikoinnen,0,0,0,0,0,1
heilanstalt,0,0,0,0,0,1
heillos,0,0,1,0,0,0
heilpraktiker,1,0,0,0,0,0
heilsam,0,0,0,0,1,0
heimat,0,2,0,0,0,3
heimatderweltverbesserer,0,0,1,0,0,0
heiß,0,0,0,0,0,3
helau,0,0,0,0,0,1
helena,0,0,1,0,0,0
helfen,2,0,0,0,2,3
hellen,4,0,0,0,0,0
hello,0,0,0,0,1,0
help,0,0,1,0,0,0
henkel,0,0,0,0,0,1
henning,0,0,0,0,0,1
heranzuziehen,0,1,0,0,0,0
heraus,1,0,0,0,0,2
herausfinden,0,0,0,0,1,0
herausforderung,0,1,0,0,0,0
herausragende,0,0,1,0,0,0
herausragender,0,0,0,0,0,1
herbeihyperventilieren,0,0,0,0,0,1
here,1,0,0,0,0,0
herein,0,0,0,0,0,1
hereinfallen,0,1,0,0,0,0
herkunft,0,0,1,0,0,0
herr,1,0,1,0,2,8
herrenabt,0,0,0,0,0,1
herrlich,0,0,0,0,0,1
herrn,0,0,0,0,0,3
herrschaft,0,1,0,0,1,1
herrschen,0,0,0,0,1,0
herstellen,1,1,0,0,0,0
hervor,0,0,0,0,2,0
herz,1,0,0,0,0,1
herzensprojekt,1,0,0,0,0,0
herzlich,1,0,0,0,0,0
herzliche,0,0,2,0,0,0
hessen,0,0,0,0,0,3
hessischer,0,0,0,0,0,1
hetzblättern,0,0,0,0,1,0
hetze,0,0,1,0,1,3
hetzen,0,0,0,0,1,0
hetzer,0,1,0,0,0,0
hetzerinnen,0,1,0,0,0,0
heuchlerisch,0,0,0,0,0,1
heute,6,3,4,2,9,3
heutig,1,0,1,2,0,3
heutige,0,0,0,1,1,0
heutzutage,0,0,1,0,0,0
hier,5,0,0,2,2,2
hierarchie,0,0,0,0,1,0
highest,0,0,1,0,1,0
highlight,0,0,0,0,1,0
hilfe,0,1,0,0,0,1
hilfsprogramme,1,0,0,0,0,0
hinauslaufe,0,0,0,0,0,1
hindern,0,0,0,0,0,1
hindernis,0,0,0,0,0,2
hingegen,0,0,1,0,0,0
hinschauen,0,1,0,0,0,0
hinterfragen,1,0,0,1,1,0
hinterher,1,0,0,0,0,1
hinweisen,2,0,0,0,0,0
hinzu,0,0,0,0,1,0
hinzufügen,0,0,0,1,0,0
hippe,0,0,0,0,0,1
hirn,0,0,0,0,0,1
hirngespinst,0,0,0,0,0,1
historic,0,0,1,0,0,0
historie,0,0,0,1,0,0
historiker,0,0,0,0,1,0
hit,0,0,1,0,0,0
hitler,0,0,0,0,0,1
hm,0,0,0,0,0,1
hmm,0,1,0,0,0,0
hoch,4,1,1,0,1,0
hochbruckerstr,0,0,0,0,0,1
hochkarätig,0,0,0,0,0,1
hochkultur,0,0,0,0,0,1
hochschule,3,0,0,1,2,0
hoffen,0,1,0,1,0,1
hoffentlich,0,0,0,1,0,1
hoffnung,0,0,0,1,0,0
holen,1,0,0,0,1,2
holocaust,0,0,0,0,1,1
homburg,0,0,0,0,0,1
homeoffice,1,0,1,0,0,1
homo,0,0,0,0,0,1
homoehe,0,0,0,0,0,1
homogenität,0,1,0,0,0,0
homophobie,0,0,0,0,0,1
honoraruntergrenzen,0,0,0,0,1,0
honored,0,0,1,0,0,0
hormonbehandlung,0,0,0,0,0,1
hornscheidt,0,0,2,0,0,1
hort,0,0,0,0,1,0
hoschule,0,0,0,0,1,0
hosting,0,0,2,0,0,0
how,0,0,0,0,1,0
hpbaxxter,0,0,0,0,1,0
html,1,0,0,0,0,0
http,1,0,0,0,0,0
hubschrauber,0,0,0,0,0,1
human,0,0,4,0,0,0
humanity,0,1,0,0,0,0
humanright,0,1,0,0,0,0
humanrights,0,0,2,0,0,0
humor,0,0,0,0,0,1
humoriges,0,0,0,0,0,1
hungarian,0,0,1,0,0,0
hungary,1,0,0,0,0,0
hurrawirverblöden,0,0,0,0,0,1
hut,1,0,0,0,0,0
hymne,0,0,0,0,0,1
hype,0,0,0,0,0,1
hyperhyper,0,0,0,0,1,0
hysterie,0,0,0,0,0,6
hysterisch,0,0,0,0,0,1
hysterische,0,0,0,0,0,1
hälfte,1,1,0,0,0,0
hälftedermacht,1,0,0,0,0,0
hängen,0,0,0,0,1,0
häufig,1,0,0,0,2,0
häusliche,0,1,0,0,0,0
höchst,0,0,0,0,0,2
höchste,0,0,0,0,0,2
höchstens,0,0,0,0,1,0
höhe,0,0,0,0,1,0
hölderlin,0,0,1,0,0,0
hölle,0,0,0,1,0,0
hör,0,0,0,0,0,1
hören,2,1,1,4,1,5
hört,0,0,0,1,0,0
ich,49,26,33,60,43,73
ick,0,0,0,0,0,1
icon,1,0,0,0,0,0
idahobit,0,0,1,0,0,0
idahobit2021,0,0,1,0,0,0
idee,3,1,0,0,2,2
ideell,0,0,0,0,1,0
identifizieren,0,0,0,0,0,1
identity,0,0,1,0,0,0
identität,1,0,0,0,1,3
identitätspolitik,0,2,0,0,1,0
ideologe,0,0,0,0,0,5
ideologen,0,0,0,0,0,3
ideologie,1,2,0,2,1,18
ideologin,0,0,0,0,0,1
ideologisch,0,0,0,3,0,4
ideologische,0,0,0,0,0,3
ideologisierung,0,0,0,0,0,1
ideology,0,0,1,0,0,0
idiotie,0,0,0,0,0,2
idz,0,0,0,0,0,1
if,1,0,0,0,0,0
ig,0,0,0,0,0,1
igf2018,0,0,0,0,1,0
ignorieren,0,0,0,0,0,1
illegal,0,0,0,0,0,1
illiberal,0,0,0,1,0,0
illusion,0,0,0,0,0,1
ilmenau,0,0,0,0,0,1
ilo,0,0,0,0,1,0
im,3,0,0,2,2,8
imbokodo,0,0,0,0,1,0
imgleichschrittmarsch,0,0,0,0,0,1
immer,2,0,0,0,0,1
immerhin,0,0,0,0,0,2
impfdosen,0,0,0,0,0,1
implying,0,0,0,0,1,0
important,1,0,2,0,1,0
impressed,0,0,1,0,0,0
impressiv,0,0,1,0,0,0
impressive,0,0,0,0,1,0
impuls,1,0,0,0,0,0
impunity,0,0,1,0,0,0
in,9,2,2,3,8,14
inakzeptabel,0,0,1,0,0,0
incalculable,1,0,0,0,0,0
incl,0,0,2,0,0,0
including,0,0,2,0,0,0
inclusion,0,0,2,0,0,0
income,0,0,1,0,0,0
india,0,0,0,0,1,0
indianer,0,0,1,0,0,3
indigene,0,0,0,0,0,1
indirekt,0,0,1,0,0,0
individualität,0,1,0,0,0,0
individuals,0,0,1,0,0,0
individuell,0,1,0,0,0,0
indoktriniert,0,0,0,0,0,2
indymedia,0,0,0,0,0,1
inequalities,1,0,0,0,0,0
inequality,1,0,0,0,0,0
influencerin,0,0,0,0,1,1
info,0,1,1,1,1,1
information,0,0,0,1,0,1
informatives,0,0,0,0,1,0
infostand,0,0,0,0,0,1
infoveranstaltung,0,0,0,0,0,1
ingenieur,0,0,0,0,0,2
ingenieurbüro,0,0,0,0,0,1
ingenieurin,0,1,0,0,0,0
ingenieurwissenschaften,0,0,0,0,0,1
inhalt,1,0,0,0,0,1
inhaltlich,0,0,0,1,0,1
inhaltsleere,0,0,0,0,0,1
inhaltslosen,0,0,0,0,0,1
initiative,1,0,0,1,0,3
inklusion,1,0,0,0,1,1
inklusionsteams,0,0,0,0,0,1
inklusiv,0,0,0,0,1,0
inklusive,2,0,0,0,0,1
inklusiver,2,0,0,0,0,0
inkompetenz,0,0,0,0,0,1
innen,6,0,0,2,9,20
innenhirne,0,0,0,0,0,1
innenkonferenz,1,0,0,0,0,0
innenministerium,0,0,0,0,0,1
innenrechte,0,0,1,0,0,0
innenzahlern,0,0,0,0,0,1
inner,0,0,0,0,0,1
innere,0,1,0,0,0,0
innovative,0,0,1,0,0,0
input,1,0,0,0,0,0
insdustriellen,0,0,0,0,0,1
insider,0,0,0,0,1,0
insights,0,0,1,0,0,0
insofern,0,1,0,0,1,1
insolvenzrecht,1,0,0,0,0,0
inspector,1,0,0,0,0,0
inspirieren,0,1,0,0,0,0
inspiring,0,0,1,0,1,0
instagram,0,0,0,0,0,1
instanz,0,0,0,1,0,0
institut,2,0,0,0,0,0
institution,0,0,0,1,0,0
institutions,0,0,2,0,0,0
instrumentalisieren,1,0,0,0,0,0
insurance,0,0,1,0,0,0
inszenieren,1,0,0,0,0,2
int,0,0,1,0,0,0
integrieren,0,0,0,0,0,1
intellektuell,0,0,0,0,0,4
intelligent,0,0,1,0,0,0
interessant,4,0,1,1,0,0
interessante,1,0,0,0,0,1
interesse,1,0,0,0,0,1
interessieren,0,1,1,3,1,1
interesssensvertretung,1,0,0,0,0,0
intergeschlechtlicher,0,0,1,0,0,0
intern,1,1,0,0,0,0
international,1,1,0,0,0,0
internationalenfrauentag,0,0,1,0,0,0
internationalsozialistischen,0,0,0,0,0,1
internationalwomensday,0,0,3,0,0,0
interne,0,0,0,0,0,1
internet,1,0,0,0,0,1
intersex,0,0,1,0,0,0
intersexuell,0,0,0,0,1,0
intervention,1,0,0,0,0,0
interview,0,0,1,0,1,0
intl,0,0,1,0,0,0
into,0,0,1,0,0,0
introduce,0,0,0,0,1,0
inventar,0,0,0,0,0,1
investition,0,0,0,0,1,0
invitation,1,0,0,0,0,0
inwiefern,0,0,0,0,1,1
inworknopoverty,1,0,0,0,0,0
inzest,0,0,0,0,0,1
inzwischen,1,0,0,0,0,2
irak,0,0,0,0,0,1
ireland,1,0,0,0,0,0
irelandreferendum,1,0,0,0,0,0
irfsummit2021,0,0,0,0,0,1
irgendwann,1,0,0,0,0,1
irgendwas,1,0,1,0,0,2
irgendwie,0,0,0,2,1,0
irland,1,0,0,0,0,0
ironie,0,0,0,1,0,2
irre,0,0,0,0,0,1
irreführend,0,0,0,1,0,0
irren,0,0,0,1,0,5
irrergehtnichtmehr,0,0,0,0,0,1
irrlehre,0,0,0,0,0,1
irrsinn,0,1,0,2,0,13
irrsinnig,0,0,0,0,1,1
irrweg,0,0,0,0,0,2
irssinn,0,0,0,1,0,0
is,5,2,13,0,3,0
isadora,1,0,0,0,0,0
isixhosa,0,0,0,0,1,0
islam,0,0,0,0,0,1
islamisierung,0,0,0,0,0,5
islamismus,0,0,0,0,0,1
islamistischer,0,0,0,0,0,1
islamverbände,0,0,0,0,0,1
island,0,0,0,0,4,0
israeli,0,0,1,0,0,0
issue,0,1,0,0,0,0
issues,0,0,1,0,0,0
ist,0,0,0,0,0,2
istanbul,0,1,1,0,0,0
istanbulkonvention,0,0,1,0,0,0
it,2,1,4,0,2,1
italian,0,0,1,0,0,0
italien,1,0,0,0,0,0
its,0,0,0,0,1,0
iv,0,0,0,0,1,0
iwd,0,0,1,0,0,0
iwd2018,0,1,1,0,0,0
iwd2021,0,0,1,0,0,0
iwf,0,0,0,0,0,2
iwie,0,0,0,1,0,0
ix,0,0,0,0,0,1
ixe,0,0,0,0,0,2
ja,1,0,0,1,1,4
jahn,1,0,0,0,0,0
jahr,13,2,3,1,12,8
jahr10telangen,0,0,0,0,0,1
jahrderdemokratie,0,0,0,0,1,0
jahrelang,0,1,0,0,0,0
jahrestag,0,0,0,0,0,1
jahrhundert,2,0,0,0,1,1
jahrtausend,0,0,0,0,0,1
jahrzehnt,0,0,0,0,0,1
jakobiner,0,0,0,0,0,1
jakobinischen,0,0,0,0,0,1
jamaissanselles,0,0,2,0,0,0
jannik,0,0,1,0,0,0
januar,1,0,0,0,1,0
jarasch,0,0,0,0,0,1
je,0,0,0,0,0,1
jed,1,0,0,3,0,3
jede,0,0,0,0,1,0
jedenfalls,0,0,0,0,1,1
jedens,0,0,1,0,0,0
jemals,0,1,0,0,0,0
jemand,1,0,0,0,0,0
jenny,0,0,0,0,0,1
jesus,0,0,0,1,0,1
jetzt,3,0,1,1,1,12
jeweilig,0,1,0,0,0,0
jfvonheute,0,0,0,0,0,1
job,0,0,2,1,1,0
jobs,0,0,0,0,0,1
joe,0,0,0,0,0,1
journal,1,0,0,0,0,0
journalism,1,0,0,0,0,0
journalismus,0,0,0,1,0,0
journalist,0,1,0,1,1,0
journalistin,1,0,0,0,0,1
journalistische,0,0,0,0,0,1
journalists,0,0,0,0,1,0
ju,0,0,0,0,1,0
jubeln,0,0,0,0,0,1
jubiläum,1,0,0,0,0,0
jubüz,0,0,0,0,0,1
jugend,0,0,0,0,0,2
jugendamt,0,0,0,0,0,1
jugendliche,0,0,0,0,0,1
jugendorganisation,0,0,0,0,0,1
julis,0,0,0,0,0,1
julitz,0,0,0,0,0,1
jung,0,1,0,0,0,2
junge,2,0,0,0,0,4
juristisch,0,0,1,0,0,0
jury,1,0,0,0,2,0
juso,0,0,0,1,0,0
just,0,0,3,0,0,0
justice,0,0,2,0,1,0
justin,0,0,0,0,0,1
justiz,0,0,0,0,0,2
justizminister,0,0,0,0,0,2
justizministerin,0,0,0,1,0,1
justizministerium,0,0,0,0,1,2
justizsenator,0,1,0,0,0,0
justno,0,0,0,0,1,0
justsaying,1,0,0,0,0,0
jährig,0,0,0,0,0,2
jährigen,1,0,0,0,0,0
jüngst,0,1,0,0,0,0
jüngste,0,0,1,0,0,0
kabulaiport,0,0,0,0,0,1
kaderschmieden,0,0,0,0,0,1
kadın,0,0,0,0,2,0
kaeser,0,0,0,0,0,1
kaffee,0,0,0,0,0,1
kaffeeservice,0,0,0,0,1,0
kahane,0,0,0,0,0,1
kaiserzeit,1,0,0,0,0,0
kalkül,2,0,0,0,0,0
kamera,0,0,0,0,2,0
kampagne,0,0,3,0,0,0
kampf,0,3,0,0,3,4
kampffähig,0,0,0,0,0,1
kampmannroth,0,0,2,0,0,0
kanada,0,0,0,0,0,1
kanal,0,0,0,0,0,1
kanalratte,0,0,0,0,0,2
kandelistüberall,0,0,0,0,0,1
kandidat,0,0,0,0,1,1
kandidaten,0,0,0,0,0,1
kannste,0,0,0,0,0,1
kannweg,0,0,0,0,0,2
kanten,0,0,0,0,1,0
kanzler,1,0,0,0,0,1
kanzlerkandidatin,0,0,1,0,0,0
kanäle,0,0,0,0,0,1
kapitalismus,1,0,0,0,0,0
kaputt,0,0,2,0,1,0
kaputtgespart,0,0,0,0,0,1
kardinalproblem,0,0,0,0,0,1
karliczeknix,1,0,0,0,0,0
karlsruhe,0,0,0,0,0,1
karneval,0,0,0,0,0,2
karriere,1,0,0,1,0,0
karriereleiter,1,0,0,0,0,0
kartellparteien,0,0,0,0,0,1
kasse,0,0,0,0,0,1
kassel,0,3,0,0,0,0
kassiererin,0,0,0,0,1,0
katastrophale,0,0,0,0,0,2
katholik,0,0,0,0,0,2
katholisch,0,0,0,1,0,1
kaufleute,0,0,0,0,0,1
kaum,0,0,1,0,0,1
kaupert,0,0,0,0,0,1
kausal,0,0,0,0,0,1
kebekus,1,0,0,0,0,0
keep,0,0,2,0,0,0
kehren,0,0,0,0,0,1
kein,1,0,0,1,4,13
keine,1,0,0,0,0,0
keingenderzwang,0,0,0,4,0,0
keingradweiter,1,0,0,0,2,0
kenia,0,0,0,0,0,2
kennen,1,4,0,0,1,4
kennzeichnen,0,0,0,0,0,1
kerl,0,0,0,0,0,1
kernfrage,0,0,1,0,0,0
kernklientel,0,0,0,0,0,1
kevin,0,0,0,0,1,0
key,0,0,1,0,0,0
ki,1,0,0,0,0,0
kibera,0,0,1,0,0,0
kieler,0,0,0,0,0,1
kind,0,1,0,2,0,17
kinder,0,0,0,0,0,2
kinderarmut,1,0,0,0,0,1
kindererziehung,1,0,0,1,0,0
kinderfeindlich,0,0,0,0,0,1
kindergärten,0,0,0,0,0,1
kinderinnen,0,0,0,0,0,2
kindisch,0,0,0,0,0,1
king,0,0,0,0,1,0
kipping,0,0,0,0,2,0
kirche,0,0,0,1,0,5
kiste,1,0,0,1,0,0
kita,1,0,0,0,1,5
kitabroschüre,0,0,0,0,0,1
klage,0,0,0,0,1,2
klamm,0,0,0,0,0,1
klang,0,0,0,1,0,0
klappen,0,0,0,1,0,0
klar,0,0,0,0,1,1
klaren,2,0,1,5,2,8
klarer,0,0,0,0,0,1
klares,1,0,1,0,0,0
klarheit,0,1,0,0,0,1
klarstellung,0,0,0,0,0,1
klartext,0,0,1,0,0,1
klasse,0,0,0,0,0,1
klaus,0,1,0,0,0,0
kleiderfokus,0,0,0,0,1,0
klein,1,1,0,0,0,1
kleine,0,0,0,0,0,3
kleinermannwasnun,0,0,0,0,0,1
kleinschreibung,0,0,0,1,0,0
kleinste,0,0,0,0,0,1
klima,3,2,1,0,0,7
klimafanatiker,0,0,0,0,0,2
klimagerechtigkeit,1,0,0,0,5,0
klimahysterie,0,0,0,0,0,3
klimakrise,3,0,0,0,1,0
klimakrisen,0,0,0,0,0,1
klimanazis,0,0,0,0,0,2
klimapolitik,0,0,0,0,1,1
klimareligion,0,0,0,0,0,1
klimarettung,0,0,0,0,0,1
klimaschutz,0,0,2,1,3,1
klimasekte,0,0,0,0,0,1
klimastreik,0,0,0,0,3,0
klimaterror,1,0,0,0,0,0
klimaunsinn,0,0,0,0,0,1
klimawahn,0,0,0,0,0,4
klimawandel,0,0,0,0,2,5
klimawandelleugner,0,0,0,0,1,0
klingen,0,0,0,2,0,0
klingt,0,1,0,0,0,0
klischee,1,1,0,0,0,0
klobuchar,0,2,0,0,0,0
kluge,1,0,0,0,0,0
klären,0,0,0,0,1,0
knallen,0,0,0,0,0,1
kneipenbezeichnungen,0,1,0,0,0,0
knesset,0,0,1,0,0,0
knicken,0,0,0,0,0,1
knieschuss,0,0,0,0,0,1
know,0,0,0,0,2,0
knöpfen,0,0,0,0,0,1
knüpfen,0,0,0,0,1,0
koalitionsfähig,0,0,0,0,0,1
koalitionsvertrag,0,0,0,0,0,1
koblenz,0,0,0,0,0,1
kochen,0,0,0,0,0,1
koeppen,0,0,0,1,0,0
koffern,0,0,0,0,0,1
kohleausstieg,0,0,0,0,0,1
kohlen,1,0,0,0,0,0
kolleg,0,0,0,0,0,2
kollege,2,1,1,4,0,4
kollegenschar,0,1,0,0,0,0
kollegin,2,0,1,0,1,0
kolossal,0,0,0,0,1,0
kolumbianischen,0,0,0,0,0,1
kolumne,0,0,1,0,0,0
kombo,0,0,0,0,1,0
komisch,0,0,0,0,1,0
kommen,0,0,1,3,0,1
kommend,0,0,0,0,0,1
kommende,0,1,0,0,0,0
kommentar,0,1,0,1,1,1
kommentieren,1,1,0,0,0,1
kommission,2,0,0,0,0,0
kommt,1,0,0,0,1,1
kommunal,0,0,1,0,0,0
kommunalparlamenten,1,0,0,0,0,0
kommune,0,0,1,0,0,1
kommunikation,0,1,0,0,0,1
kommunikationsformen,1,0,0,0,0,0
kommunizieren,0,1,0,0,0,1
kompetent,0,0,0,0,0,1
kompetenz,1,0,0,2,0,0
komplett,1,0,0,0,0,1
komplexität,0,0,0,2,0,1
kompliment,0,0,0,0,0,1
komplizieren,0,0,0,1,0,0
komponente,1,0,0,0,0,0
kompromiss,0,0,0,0,0,1
konformen,0,0,0,1,0,0
kongress,0,1,0,0,0,0
konjunkturell,1,0,0,0,0,0
konjunkturpaket,1,0,0,0,1,1
konjunkturpolitik,0,0,1,0,0,0
konkurrenz,0,0,0,0,0,3
konmt,0,0,0,0,0,1
konsens,0,0,0,0,1,0
konsequent,1,0,2,1,0,2
konsequenz,2,0,0,0,0,1
konservativ,1,0,1,1,3,1
konservative,0,1,1,0,0,1
konservativen,0,0,0,0,0,2
konservativwarmal,0,0,0,0,0,1
konstruieren,0,0,0,0,1,0
konstrukt,0,1,0,0,0,3
konstruktion,0,0,0,0,0,1
kontext,0,0,0,0,0,1
kontinent,0,0,0,0,0,1
kontinuierliche,1,0,0,0,0,0
kontrolle,0,0,0,0,0,3
kontrovers,0,0,0,0,0,1
konventio,0,1,0,0,0,0
konvention,0,1,0,0,0,0
konzept,2,1,0,0,0,0
konzern,0,1,0,0,0,0
konzerne,0,0,0,0,0,1
konzerninteressen,0,0,0,0,1,0
kooperation,0,0,0,1,0,0
kopf,1,2,1,0,1,3
kopfgeburt,0,0,0,0,0,1
kopfnoten,0,0,0,0,0,2
kopieren,0,0,0,0,0,1
korrekt,1,1,1,0,2,6
korrektheit,0,1,0,0,0,1
korrelliert,0,0,0,0,1,0
korrigieren,0,0,1,0,0,0
korruption,0,0,1,0,0,0
kosmetikblogs,0,0,0,0,0,1
kosten,0,0,2,0,0,0
kostüme,0,0,0,0,0,1
kraft,1,0,0,0,0,1
